ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
NBN,811831,NORTHEAST BANCORP /ME/,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,ME
NBR,1163739,NABORS INDUSTRIES LTD,n/a,Energy,Oil & Gas Production, DRILLING OIL & GAS WELLS, DRILLING OIL & GAS WELLS,D0
NBTB,790359,NBT BANCORP INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,DE
NBY,1389545,NovaBay Pharmaceuticals  Inc.,2007,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NC,789933,NACCO INDUSTRIES INC,n/a,Consumer Durables,Consumer Electronics/Appliances, HOUSEHOLD APPLIANCES, HOUSEHOLD APPLIANCES,DE
NCI,1019737,NAVIGANT CONSULTING INC,n/a,Consumer Services,Professional Services, SERVICES,MANAGEMENT CONSULTING SERVICES,DE
NCLH,1513761,Norwegian Cruise Line Holdings Ltd.,n/a,Consumer Services,Marine Transportation, WATER TRANSPORTATION, WATER TRANSPORTATION,D0
NCMI,1377630,National CineMedia  Inc.,2007,Consumer Services,Advertising, SERVICES,ADVERTISING,DE
NCR,70866,NCR CORP,n/a,Miscellaneous,Office Equipment/Supplies/Services, CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS), CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),MD
NCSM,1692427,NCS Multistage Holdings  Inc.,2017,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,TX
NDAQ,1120193,NASDAQ  INC.,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY & COMMODITY BROKERS_ DEALERS_ EXCHANGES & SERVICES, SECURITY & COMMODITY BROKERS_ DEALERS_ EXCHANGES & SERVICES,DE
NDLS,1275158,NOODLES & Co,2013,Consumer Services,Restaurants, RETAIL,EATING PLACES,nan
NDSN,72331,NORDSON CORP,n/a,Capital Goods,Industrial Machinery/Components, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT_ NEC, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT_ NEC,OH
NE,1458891,Noble Corp plc,n/a,Energy,Oil & Gas Production, DRILLING OIL & GAS WELLS, DRILLING OIL & GAS WELLS,X0
NEE,753308,NEXTERA ENERGY INC,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,FL
NEM,1164727,NEWMONT GOLDCORP CORP /DE/,n/a,Basic Industries,Precious Metals, GOLD & SILVER ORES, GOLD & SILVER ORES,DE
NEO,1077183,NEOGENOMICS INC,n/a,Health Care,Precision Instruments, SERVICES,TESTING LABORATORIES,NV
NEOG,711377,NEOGEN CORP,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,MI
NEOS,1467652,Neos Therapeutics  Inc.,2015,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NERV,1598646,Minerva Neurosciences  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NESR,1698514,National Energy Services Reunited Corp.,2017,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,D8
NETE,1293330,Net Element  Inc.,n/a,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,DE
NEU,1282637,NEWMARKET CORP,n/a,Basic Industries,Major Chemicals, INDUSTRIAL ORGANIC CHEMICALS, INDUSTRIAL ORGANIC CHEMICALS,VA
NEWM,1579684,New Media Investment Group Inc.,2014,Consumer Services,Newspapers/Magazines, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING,nan
NEWR,1448056,NEW RELIC  INC.,2014,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
NFBK,1493225,Northfield Bancorp  Inc.,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,DE
NFG,70145,NATIONAL FUEL GAS CO,n/a,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,NJ
NFLX,1065280,NETFLIX INC,2002,Consumer Services,Consumer Electronics/Video Chains, SERVICES,VIDEO TAPE RENTAL,DE
NGHC,1578735,National General Holdings Corp.,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,DE
NGS,1084991,NATURAL GAS SERVICES GROUP INC,2002,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,nan
NGVC,1547459,Natural Grocers by Vitamin Cottage  Inc.,2012,Consumer Services,Food Chains, RETAIL,GROCERY STORES,DE
NGVT,1653477,Ingevity Corp,2016,Basic Industries,Major Chemicals, CHEMICALS & ALLIED PRODUCTS, CHEMICALS & ALLIED PRODUCTS,DE
NHC,1047335,NATIONAL HEALTHCARE CORP,n/a,Health Care,Hospital/Nursing Management, SERVICES,SKILLED NURSING CARE FACILITIES,DE
NHI,877860,NATIONAL HEALTH INVESTORS INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
NHLD,1023844,NATIONAL HOLDINGS CORP,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY & COMMODITY BROKERS_ DEALERS_ EXCHANGES & SERVICES, SECURITY & COMMODITY BROKERS_ DEALERS_ EXCHANGES & SERVICES,DE
NHTC,912061,NATURAL HEALTH TRENDS CORP,n/a,Consumer Durables,Consumer Specialties, WHOLESALE,MISCELLANEOUS NONDURABLE GOODS,DE
NI,1111711,NISOURCE INC/DE,n/a,Public Utilities,Power Generation, ELECTRIC & OTHER SERVICES COMBINED, ELECTRIC & OTHER SERVICES COMBINED,DE
NICK,1000045,NICHOLAS FINANCIAL INC,n/a,Finance,Finance Companies, SHORT,TERM BUSINESS CREDIT INSTITUTIONS,FL
NINE,1532286,Nine Energy Service  Inc.,2018,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,DE
NJR,356309,NEW JERSEY RESOURCES CORP,n/a,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,NJ
NK,1326110,NantKwest  Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
NKE,320187,NIKE INC,n/a,Consumer Non-Durables,Shoe Manufacturing, RUBBER & PLASTICS FOOTWEAR, RUBBER & PLASTICS FOOTWEAR,OR
NKSH,796534,NATIONAL BANKSHARES INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,VA
NKTR,906709,NEKTAR THERAPEUTICS,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NL,72162,NL INDUSTRIES INC,n/a,Basic Industries,Major Chemicals, INDUSTRIAL INORGANIC CHEMICALS, INDUSTRIAL INORGANIC CHEMICALS,NJ
NLNK,1126234,NEWLINK GENETICS CORP,2011,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,nan
NLSN,1492633,Nielsen Holdings plc,2011,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,P7
NLY,1043219,ANNALY CAPITAL MANAGEMENT INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
NMIH,1547903,NMI Holdings  Inc.,2013,Finance,Property-Casualty Insurers, SURETY INSURANCE, SURETY INSURANCE,DE
NMRK,1690680,NEWMARK GROUP  INC.,2017,Finance,Real Estate, REAL ESTATE AGENTS & MANAGERS (FOR OTHERS), REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),DE
NNBR,918541,NN INC,1994,Capital Goods,Metal Fabrications, BALL & ROLLER BEARINGS, BALL & ROLLER BEARINGS,DE
NNI,1258602,NELNET INC,2003,Finance,Finance: Consumer Services, PERSONAL CREDIT INSTITUTIONS, PERSONAL CREDIT INSTITUTIONS,NE
NNN,751364,NATIONAL RETAIL PROPERTIES  INC.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
NNVC,1379006,NANOVIRICIDES  INC.,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch, SERVICES,COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,NV
NOC,1133421,NORTHROP GRUMMAN CORP /DE/,n/a,Capital Goods,Industrial Machinery/Components, SEARCH_ DETECTION_ NAVIGATION_ GUIDANCE_ AERONAUTICAL SYS, SEARCH_ DETECTION_ NAVIGATION_ GUIDANCE_ AERONAUTICAL SYS,nan
NODK,1681206,NI Holdings  Inc.,2017,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,nan
NOV,1021860,NATIONAL OILWELL VARCO INC,n/a,Energy,Metal Fabrications, OIL & GAS FILED MACHINERY & EQUIPMENT, OIL & GAS FILED MACHINERY & EQUIPMENT,DE
NOVN,1467154,Novan  Inc.,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NOVT,1076930,NOVANTA INC,n/a,Miscellaneous,Industrial Machinery/Components, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES,A3
NOW,1373715,ServiceNow  Inc.,2012,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
NP,1296435,Neenah Inc,n/a,Basic Industries,Paper, PAPER MILLS, PAPER MILLS,DE
NPK,80172,NATIONAL PRESTO INDUSTRIES INC,n/a,Capital Goods,Ordnance And Accessories, ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES), ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES),WI
NPO,1164863,ENPRO INDUSTRIES  INC,n/a,Basic Industries,Metal Fabrications, GASKETS_ PACKAGING AND SEALING DEVICES & RUBBER & PLASTIC HOSE, GASKETS_ PACKAGING AND SEALING DEVICES & RUBBER & PLASTIC HOSE,NC
NPTN,1227025,NEOPHOTONICS CORP,2011,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
NR,71829,NEWPARK RESOURCES INC,n/a,Energy,Metal Fabrications, OIL & GAS FILED MACHINERY & EQUIPMENT, OIL & GAS FILED MACHINERY & EQUIPMENT,DE
NRC,70487,NATIONAL RESEARCH CORP,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch, SERVICES,COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,WI
NRCG,1703038,NRC GROUP HOLDINGS CORP.,2017,Basic Industries,Environmental Services, HAZARDOUS WASTE MANAGEMENT, HAZARDOUS WASTE MANAGEMENT,DE
NRG,1013871,NRG ENERGY  INC.,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,DE
NRIM,1163370,NORTHRIM BANCORP INC,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,AK
NRZ,1556593,New Residential Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
NSA,1618563,National Storage Affiliates Trust,2015,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
NSC,702165,NORFOLK SOUTHERN CORP,n/a,Transportation,Railroads, RAILROADS_ LINE,HAUL OPERATING,VA
NSEC,865058,NATIONAL SECURITY GROUP INC,n/a,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,DE
NSIT,932696,INSIGHT ENTERPRISES INC,1995,Consumer Services,Catalog/Specialty Distribution, RETAIL,ORDER HOUSES,DE
NSP,1000753,INSPERITY  INC.,n/a,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,DE
NSSC,69633,NAPCO SECURITY TECHNOLOGIES  INC,n/a,Capital Goods,Telecommunications Equipment, COMMUNICATIONS EQUIPMENT_ NEC, COMMUNICATIONS EQUIPMENT_ NEC,DE
NSTG,1401708,NanoString Technologies Inc,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
NTAP,1002047,NetApp  Inc.,1995,Technology,Electronic Components, COMPUTER STORAGE DEVICES, COMPUTER STORAGE DEVICES,CA
NTCT,1078075,NETSCOUT SYSTEMS INC,1999,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,DE
NTGN,1694187,Neon Therapeutics  Inc.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
NTGR,1122904,NETGEAR  INC,2003,Public Utilities,Telecommunications Equipment, TELEPHONE & TELEGRAPH APPARATUS, TELEPHONE & TELEGRAPH APPARATUS,DE
NTIC,875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,n/a,Capital Goods,Industrial Specialties, COATING_ ENGRAVING & ALLIED SERVICES, COATING_ ENGRAVING & ALLIED SERVICES,DE
NTIP,1065078,NETWORK 1 TECHNOLOGIES INC,n/a,Miscellaneous,Multi-Sector Companies, PATENT OWNERS & LESSORS, PATENT OWNERS & LESSORS,DE
NTLA,1652130,Intellia Therapeutics  Inc.,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,DE
NTNX,1618732,Nutanix  Inc.,2016,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
NTRA,1604821,Natera  Inc.,2015,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,DE
NTRS,73124,NORTHERN TRUST CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
NTWK,1039280,NETSOL TECHNOLOGIES INC,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,NV
NUAN,1002517,Nuance Communications  Inc.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
NUE,73309,NUCOR CORP,n/a,Basic Industries,Steel/Iron Ore, STEEL WORKS_ BLAST FURNACES  ROLLING MILLS (COKE OVENS), STEEL WORKS_ BLAST FURNACES  ROLLING MILLS (COKE OVENS),DE
NUS,1021561,NU SKIN ENTERPRISES INC,1996,Health Care,Other Pharmaceuticals, WHOLESALE,DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES,DE
NUVA,1142596,NUVASIVE INC,2004,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
NVAX,1000694,NOVAVAX INC,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
NVCR,1645113,NovoCure Ltd,2015,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,nan
NVDA,1045810,NVIDIA CORP,1999,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
NVEC,724910,NVE CORP /NEW/,n/a,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,MN
NVEE,1532961,NV5 Global  Inc.,2013,Consumer Services,Other Consumer Services, SERVICES,MISCELLANEOUS BUSINESS SERVICES,DE
NVFY,1473334,Nova Lifestyle  Inc.,n/a,Consumer Durables,Home Furnishings, HOUSEHOLD FURNITURE, HOUSEHOLD FURNITURE,NV
NVR,906163,NVR INC,n/a,Capital Goods,Homebuilding, OPERATIVE BUILDERS, OPERATIVE BUILDERS,VA
NVRO,1444380,NEVRO CORP,2014,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,nan
NVT,1720635,nVent Electric plc,2018,Technology,Industrial Machinery/Components, SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY), SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),L2
NVTA,1501134,Invitae Corp,2015,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,DE
NVUS,1404281,Novus Therapeutics  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
NWBI,1471265,Northwest Bancshares  Inc.,2009,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,MD
NWE,73088,NORTHWESTERN CORP,n/a,Public Utilities,Power Generation, ELECTRIC & OTHER SERVICES COMBINED, ELECTRIC & OTHER SERVICES COMBINED,DE
NWFL,1013272,NORWOOD FINANCIAL CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,PA
NWHM,1574596,New Home Co Inc.,2014,Capital Goods,Homebuilding, OPERATIVE BUILDERS, OPERATIVE BUILDERS,DE
NWL,814453,NEWELL BRANDS INC,n/a,Consumer Non-Durables,Plastic Products, PLASTICS PRODUCTS_ NEC, PLASTICS PRODUCTS_ NEC,DE
NWLI,1635984,National Western Life Group  Inc.,n/a,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,DE
NWN,1733998,Northwest Natural Holding Co,n/a,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,OR
NWPX,1001385,NORTHWEST PIPE CO,1995,Basic Industries,Steel/Iron Ore, STEEL PIPE & TUBES, STEEL PIPE & TUBES,OR
NWSA,1564708,NEWS CORP,n/a,Consumer Services,Newspapers/Magazines, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING,DE
NX,1423221,Quanex Building Products CORP,n/a,Capital Goods,Metal Fabrications, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,DE
NXGN,708818,NEXTGEN HEALTHCARE  INC.,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,CA
NXRT,1620393,NexPoint Residential Trust  Inc.,2015,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
NXST,1142417,NEXSTAR MEDIA GROUP  INC.,2003,Consumer Services,Broadcasting, TELEVISION BROADCASTING STATIONS, TELEVISION BROADCASTING STATIONS,DE
NXTD,1566826,Nxt-ID  Inc.,n/a,Consumer Services,Diversified Commercial Services, SERVICES,DETECTIVE_ GUARD & ARMORED CAR SERVICES,DE
NYCB,910073,NEW YORK COMMUNITY BANCORP INC,n/a,Finance,Banks, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED,DE
NYMT,1273685,NEW YORK MORTGAGE TRUST INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
NYNY,906780,EMPIRE RESORTS INC,n/a,Consumer Services,Restaurants, RETAIL,EATING & DRINKING PLACES,DE
NYT,71691,NEW YORK TIMES CO,n/a,Consumer Services,Newspapers/Magazines, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING,NY
O,726728,REALTY INCOME CORP,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
OAS,1486159,Oasis Petroleum Inc.,2010,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
OBCI,350737,OCEAN BIO CHEM INC,n/a,Consumer Durables,Specialty Chemicals, SPECIALTY CLEANING_ POLISHING AND SANITATION PREPARATIONS, SPECIALTY CLEANING_ POLISHING AND SANITATION PREPARATIONS,FL
OBLN,1427570,OBALON THERAPEUTICS INC,2016,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
OBNK,1516912,Origin Bancorp  Inc.,2018,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,LA
OC,1370946,Owens Corning,n/a,Capital Goods,Industrial Machinery/Components, ABRASIVE ASBESTOS & MISC NONMETALLIC MINERAL PRODUCTS, ABRASIVE ASBESTOS & MISC NONMETALLIC MINERAL PRODUCTS,DE
OCC,1000230,OPTICAL CABLE CORP,n/a,Basic Industries,Telecommunications Equipment, DRAWING AND INSULATING NONFERROUS WIRE, DRAWING AND INSULATING NONFERROUS WIRE,VA
OCFC,1004702,OCEANFIRST FINANCIAL CORP,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,DE
OCN,873860,OCWEN FINANCIAL CORP,n/a,Finance,Finance: Consumer Services, MORTGAGE BANKERS & LOAN CORRESPONDENTS, MORTGAGE BANKERS & LOAN CORRESPONDENTS,FL
OCUL,1393434,OCULAR THERAPEUTIX  INC,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
OCX,1642380,OncoCyte Corp,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,CA
ODC,74046,Oil-Dri Corp of America,n/a,Consumer Durables,Miscellaneous manufacturing industries, MISCELLANEOUS MANUFACTURING INDUSTRIES, MISCELLANEOUS MANUFACTURING INDUSTRIES,DE
ODFL,878927,OLD DOMINION FREIGHT LINE INC/VA,1991,Transportation,Trucking Freight/Courier Services, TRUCKING (NO LOCAL), TRUCKING (NO LOCAL),VA
ODP,800240,OFFICE DEPOT INC,n/a,Consumer Services,Other Specialty Stores, RETAIL,MISCELLANEOUS SHOPPING GOODS STORES,DE
ODT,1717452,Odonate Therapeutics  Inc.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
OESX,1409375,ORION ENERGY SYSTEMS  INC.,2015,Consumer Durables,Building Products, ELECTRIC LIGHTING & WIRING EQUIPMENT, ELECTRIC LIGHTING & WIRING EQUIPMENT,WI
OFC,860546,CORPORATE OFFICE PROPERTIES TRUST,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
OFED,1501078,Oconee Federal Financial Corp.,2011,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,nan
OFG,1030469,OFG BANCORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,PR
OFIX,884624,Orthofix Medical Inc.,1992,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,nan
OFLX,1317945,Omega Flex  Inc.,n/a,Capital Goods,Industrial Specialties, HEATING EQUIP_ EXCEPT ELEC & WARM AIR & PLUMBING FIXTURES, HEATING EQUIP_ EXCEPT ELEC & WARM AIR & PLUMBING FIXTURES,PA
OGE,1021635,OGE ENERGY CORP.,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,OK
OGS,1587732,ONE Gas  Inc.,2014,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,OK
OHI,888491,OMEGA HEALTHCARE INVESTORS INC,1992,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
OI,812074,OWENS ILLINOIS INC /DE/,n/a,Consumer Durables,Containers/Packaging, GLASS CONTAINERS, GLASS CONTAINERS,DE
OII,73756,OCEANEERING INTERNATIONAL INC,n/a,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,DE
OIS,1121484,OIL STATES INTERNATIONAL  INC,2001,Energy,Metal Fabrications, OIL & GAS FILED MACHINERY & EQUIPMENT, OIL & GAS FILED MACHINERY & EQUIPMENT,DE
OKE,1039684,ONEOK INC /NEW/,n/a,Public Utilities,Oil & Gas Production, NATURAL GAS TRANSMISSION & DISTRIBUTION, NATURAL GAS TRANSMISSION & DISTRIBUTION,OK
OKTA,1660134,Okta  Inc.,2017,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
OLBK,1253317,OLD LINE BANCSHARES INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MD
OLED,1005284,UNIVERSAL DISPLAY CORP \PA\,n/a,Capital Goods,Electrical Products, ELECTRONIC COMPONENTS & ACCESSORIES, ELECTRONIC COMPONENTS & ACCESSORIES,PA
OLLI,1639300,Ollie's Bargain Outlet Holdings  Inc.,2015,Consumer Services,Department/Specialty Retail Stores, RETAIL,VARIETY STORES,DE
OLN,74303,OLIN Corp,n/a,Basic Industries,Major Chemicals, CHEMICALS & ALLIED PRODUCTS, CHEMICALS & ALLIED PRODUCTS,VA
OLP,712770,ONE LIBERTY PROPERTIES INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
OMC,29989,OMNICOM GROUP INC.,n/a,Technology,Advertising, SERVICES,ADVERTISING AGENCIES,NY
OMCL,926326,OMNICELL  Inc,2001,Technology,Computer Manufacturing, ELECTRONIC COMPUTERS, ELECTRONIC COMPUTERS,CA
